text;label
U nas, niestety, cały czas jeszcze konsumpcja mleka i produktów mlecznych, nabiałowych, jest stosunkowo niewielka, kiedy porównamy to z zachodem Europy, w związku z tym pomiędzy 30 a 40% wszystkich produktów mlecznych z naszego kraju jest po prostu eksportowanych, bo nie ma na nie popytu;duda
Wjechałem jak Conrado, o kurwa, jesteście cali?;taco
Wjechałem jak Conrado, o kurwa, jesteście cali?;taco
Duże i grube te grudy jak Rick Ross;taco
Bardzo dziękuję za możliwość spotkania się dziś z Państwem tu, w mieście Piątek, na uroczystej sesji Rady Miejskiej;duda
To dotyczy przede wszystkim personelu medycznego, który bezpośrednio styka się z pacjentami, styka się z osobami potencjalnie zarażonymi;duda
Ten Pan, lider stada, no błagam, nie lada zwierz;taco
A więc, jak Państwo widzą, rzeczywiście fundusze przeznaczone na ten cel są ogromne;duda
Nawet nieźle, niech ktoś werbel mu kupi i wręczy mu;taco
Kurwa, no dramat, słabe koko no i nuta tam słaba;taco
Oczekiwały cudów, nie spodziewały się brudu;taco
Mamy taką sytuację, jaką mamy – apeluję, by zachowywać się ostrożnie;duda
Cała nasza wschodnia granica i część północnej granicy to granice Unii Europejskiej i w tym zakresie swoje zobowiązania w pełny sposób wykonujemy;duda
Kiedy słyszę siebie w Esce, wiem, że ciężej będzie o sekret,;taco
To jest ta specyfika Wojsk Specjalnych na całym świecie;duda
(NASTĘPNA STACJA): litr wina i pół wódki;taco
Byłem na Mt Evereście, czekam aż ktoś mnie uszczypnie, dzięki;taco
Jakieś żytnie pieczywo. Chleby ciemne jak Akon;taco
I właśnie w tym obecnym trudnym czasie potrzebujemy ładu, porządku, jedności, które chroni i zabezpiecza Konstytucja – po to, by państwo mogło dalej sprawnie przeciwdziałać epidemii, broniąc bezpieczeństwa obywateli zarówno w wymiarze zdrowia i życia, jak też w wymiarze gospodarczym: zachowania miejsc pracy i wsparcia polskich przedsiębiorstw;duda
Niedługo wygrasz w karty;taco
To ma być fundusz, który ma wesprzeć wielkie i wszelkie inwestycje w Unii Europejskiej;duda
Odwołują się do symboliki i historii ojczystej, ale wyrażają system wartości naszej wspólnoty, który jest ponadczasowy;duda
Umieram na zawał w tramwaju, wśród paru kanarów;taco
Oczywiście rozmawialiśmy także o kwestii bardzo zasadniczej, a mianowicie o tarczy antykryzysowej, o której z Panem Premierem mówiliśmy wczoraj;duda
A ty byś wolał Illmatic, więc krzyczysz, że to nie rapik;taco
Pierwsza łopata pod pierwsze inwestycje została tutaj wbita w 2019 roku, a dzisiaj obserwujemy w tym momencie prace, które prowadzi firma SIEJESIE;duda
Walczymy i będziemy twardo walczyli o swoje prawa i pozycję;duda
Ziomek mi powiedział, że mam potencjał (-tencjał), który najprawdopodobniej zmarnuję (zmarnuję);taco
Sytuacja – jak wszyscy doskonale wiedzą – jest trudna;duda
I tańczy w tej ciasnej kiecce jak ‘Livin’ La Vida Loca’;taco
Ale brak mu wyobraźni, zaraz Dworzec Gdański;taco
A Tamagotchi całe boże lato hula na baletach;taco
Dziękuję wszystkim za tę wielką odpowiedzialność;duda
Bo mimo kłamstwa katyńskiego i komunistycznych prześladowań prawda zwyciężyła;duda
Kupowało się tu GTA, no i Eminema album nowy;taco
Chyba, fatalnie widzę, muszę ściąć włosy;taco
Upłynęło tyle lat (upłynęło tyle lat), nie wiem kiedy to minęło nawet;taco
Chciały przebojów, ale słyszą tylko łubu-dubu;taco
Nie pomogą wszystkie ściągi świata na kolanie;taco
Razem współdziałać, tworzyć efekt synergii po to;duda
Po to, aby właśnie inwestycjami ratować gospodarki;duda
A ona, łkając, powiedziała: Spadł samolot z prezydentem, rozbił się przy lądowaniu;duda
To pokazuje, że środki izolacyjne, które stosowaliśmy od samego początku, te radykalne – wydawałoby się – działania, jak przerwanie nauki w szkołach, przerwanie nauki na uczelniach, jak odwołanie wszelkich spotkań, imprez publicznych, rozgrywek sportowych [przynoszą skutek];duda
Miasto łapie się za brzytwę, tonie w morzu koki;taco
Witam Państwa bardzo serdecznie z podwarszawskiej miejscowości Jazgarzew, z jazu na rzece Jeziorce;duda
Szoty mi zawsze parzyste lej;taco
Wreszcie, myślimy o tym, gdy nasz kraj zmaga się z nieznanym od dawna zagrożeniem: światową pandemią koronawirusa;duda
Bardzo silnej, bo między innymi byłem współtwórcą krakowskiego okrągłego stołu mieszkaniowego, gdzie dyskutowaliśmy temat związany z brakiem mieszkań socjalnych, komunalnych, kolejką oczekujących;duda
Najpierw idę pobiegać, a potem to wkleję na bit;taco
To miasto pachnie jak szlugi i propaganda;taco
Proszę Państwa, to jest ta polityka, którą ja chcę realizować;duda
Mama pyta czy chcę jakiś przelew. Mówię: bardzo proszę;taco
Te 5-1-5;taco
To jest Polska, tutaj stale zimno;taco
Ostatnia stacja Rondo Daszyńskiego;taco
Chciał uciec, ale w końcu się tym Polkom poddał;taco
Osobiście zawsze czuję wielką dumę i radość, kiedy mam okazję rozdawać flagi moim rodakom w Polsce lub za granicą;duda
W tej chwili musimy działać sprawnie i zdecydowanie;duda
Kiedy robisz szkodę, mówię, że nie szkodzi;taco
Potem są chude jak Rick Ross;taco
Uczyłem się tupetu, lecz trochę mnie tupet przerósł;taco
Może to miałem za wcześnie takie pieniądze;taco
rzucać grosze na ten koszyk dla parafii;taco
Albo zrobimy to dobrze i rzeczywiście będziemy wielkimi beneficjentami tego programu odbudowy, albo zmarnujemy tą ogromną szansę;duda
Chociaż oczywiste jest, że ucierpimy przez tę sytuację kryzysową i co do tego – niestety – nikt już dzisiaj nie ma wątpliwości;duda
Czy twój ojciec podejrzewa gdzie jest jego dziecko?;taco
Idę potańcować se do Hocków, bo tam grają moje ziomki. Gra tu Zeppy, Rapperoni i Flirtini;taco
Dzięki załogom samolotów Polskich Linii Lotniczych LOT, dzięki pracownikom obsługi lotnisk oraz polskim służbom dyplomatycznym do rodzin i bliskich w kraju powróciło już kilkanaście tysięcy osób;duda
Za mało mam w banku, za mały ten nos (to wszystko tak à propos);taco
Tak, jak powiedziałem: cały czas pracujemy, odbywamy różnego rodzaju konsultacje;duda
Każdy król kiedyś upuścił swoje berło;taco
Kochamy wolność, chcemy korzystać ze swobód, rozwijać się, bogacić, cieszyć się własnym życiem;duda
Wszędzie te Panny Migotki, ale;taco
Tysiące tulipanów układanych na Krakowskim Przedmieściu w hołdzie Pani Prezydentowej;duda
Niestety;duda
Wymaga to wielkich nakładów, wymaga badań i rozwoju, ale przede wszystkim wymaga ambitnego planu;duda
Bardzo proszę wszystkich Państwa o zachowanie roztropności, byśmy lepiej i sprawniej mogli realizować to zabezpieczenie dla dobra całego naszego społeczeństwa;duda
WWA, WWA, WWA;taco
Tylko pracą jesteśmy w stanie zmieniać Polskę pozytywnie;duda
Chcę zapewnić, że zarówno ja, jak i strona rządowa, działająca przede wszystkim w osobie Pana Premiera, czy Pani Minister, obecnie Wicepremier Jadwigi Emilewicz i jej współpracowników – czynimy wszystko, aby te rozwiązania, które są przygotowywane, jak najbardziej odpowiadały na rzeczywiste zapotrzebowanie i żeby w jak największym stopniu pomogły zachować miejsca pracy, pomogły przedsiębiorcom przetrwać ten trudny czas po to, żeby mogli jak najszybciej wrócić do normalnego działania;duda
Butle wody wprawiam w ruch, synu, już Ursynów;taco
To jest bardzo ważne, jeżeli chodzi o ograniczanie zasięgu epidemii;duda
Ale rzeczywiście tamta ma te długie łydki;taco
Jest mi nie do śmiechu!;taco
Bardzo proszę właśnie przede wszystkim osoby starsze – seniorów, by bardzo na siebie uważali, by byli ostrożni, by stosowali szczególne środki ostrożności, bo rzeczywiście – jak wszystko na to wskazuje – dla nich ta choroba jest najbardziej niebezpieczna, właśnie dla nich ten wirus może być najbardziej dotkliwy, może wręcz zagrażać życiu;duda
Ekhm, ekhm, u mnie, ekhm;taco
Wielokrotnie mówiliśmy, że poziom wody retencjonowanej w Polsce jest około 6,5%, podczas gdy chociażby w takiej Hiszpanii to jest 45%;duda
Myślimy o tym w szczególnym czasie trwających obchodów jubileuszu stulecia odzyskania niepodległości oraz obrony i odbudowy odrodzonej II Rzeczypospolitej;duda
Nie szukaj Scarlett, jak nie jesteś Rudolph Valentino;taco
Chciałbym, żeby seniorzy znajdowali się pod szczególną opieką ze strony państwa jako ludzie, którzy całe swoje życie przepracowali dla Rzeczypospolitej;duda
Gotowość Straży Granicznej siłą rzeczy była podwyższona;duda
Livin' la Vida Loca, wolałbym trochę ciszy (ej, hej, hej);taco
Jakiś typ chce moje miejsce chyba, stoi i łypie;taco
I sześć szlugów, byś palił i snuł smutki;taco
Ty jadłeś byle co a widać że apetyt ci urósł;taco
Nie wiesz jak mnie wkurwia, kiedy nie odbierasz;taco
Ale to jest dzisiaj także historia wielu operacji na całym świecie, w których Państwo braliście udział;duda
Gwoli rymu damy mu na imię Piotrek;taco
Gdy świta, ja uciekam, zajęty mam wiecznie grafik;taco
Ale bardzo mocno chcę w tym kontekście podkreślić – bo Panowie jesteście cały czas jeszcze młodymi oficerami Straży Granicznej, jesteście tymi, którzy do Straży Granicznej przyszli już w zupełnie nowej Polsce i Straż Graniczną budują w tym jej nowym obliczu, w nawiązaniu do jej najpiękniejszych tradycji Korpusu Ochrony Pogranicza – tych, którzy oddawali swoje życie za ojczyznę, strzegąc jej granic;duda
Ktoś mnie pyta z kim tu jestem;taco
Kiedy wieczór ustępuje już świtowi... Nie no tak w sumie to już znasz;taco
Kawiarnie, kluby, no i klubokawiarnie;taco
W wagonie głucha cisza, zaraz metro Racławicka;taco
A wielki ruch Solidarności, zainspirowany nauczaniem papieża Polaka Jana Pawła II, przywrócił właściwe znaczenie słowu praca i docenił jej godność;duda
Rumak mnie pyta czy chcemy coś robić na 10-lecie trójkąta***;taco
Jestem rekinem, co pływa słonymi wodami, choć serce ma słodkie;taco
2031, było minęło, jestem pewien ej;taco
Znajdź mnie tam gdzie +4822;taco
Białe wino, białe wino, białe wino na kieliszki, 4 złote za sztukę;taco
Mam tego już naprawdę dosyć, mijam Stokłosy;taco
Tylko, Panie Władzo, zmieńcie podejście;taco
WWA. Tu dostaniesz petardę za nie ten szalik;taco
Wiem, że to jest uciążliwe;duda
Bo ja jestem dębem, a oni to wióry;taco
Chcę podkreślić dodatkowo, że rodzice, którzy wychowują dzieci do 8;duda
Inni szukają odskoczni, kiedy żują kalamari (Ej, ej, ej);taco
Zakonnica zasmucona czyta Słowo Boskie;taco
Miałem parę dziewczyn na ulicy Koziej;taco
Mów co tylko w sumie chcesz synu, ale życie nie obyło mi się bez przygód;taco
Słyszałem, że coś mruczysz, więc powiedz to reszcie sali;taco
Coś tam miksuje sobie i odczuwa wiele trudu;taco
Będzie to jedna z sześciuset pięćdziesięciu inwestycji tego typu, które są w tej chwili realizowane w całej Polsce w ramach programu małej retencji;duda
W najbliższym czasie będzie ona złożona przeze mnie do laski marszałkowskiej do Sejmu;duda
Mury wokół Twego serca legną;taco
To służba dla naszej wspólnoty, jest to dzisiaj – śmiało mogę powiedzieć – także służba dla Rzeczypospolitej;duda
Człowiek z dziurą zamiast krtani;taco
Dziękuję Państwu za odpowiedzialność;duda
Z całego serca Panom gratuluję, że Straż Graniczna – jak do tej pory – ten egzamin zdaje, można chyba śmiało powiedzieć: wzorowo;duda
Ty nie Daenerys i nawet se nie myśl, że będzie tu spał obok;taco
Kiedy za oczami noszę diabła;taco
Bardzo mnie cieszy, że tutaj, na południowym wschodzie województwa świętokrzyskiego dzieją się w tej chwili nowe inwestycje, że ten teren rozwija się;duda
Zrozumiałem wtedy, co to znaczy prawdziwa praca samorządowca, i gdzie jest prawdziwy samorząd;duda
Zwróciłem się do ministra zdrowia i do ministra spraw wewnętrznych i administracji, aby do tego pakietu antykryzysowego zostały także wprowadzone przepisy, które zwalniają zarówno z obowiązku odbywania okresowych badań lekarskich przez czas trwania stanu kryzysowego, epidemicznego, jak również, które zwolnią z obowiązku odbywania tego egzaminu, jeżeli ktoś przeszedł kurs i posiada odpowiednie zaświadczenie ukończenia tego kursu;duda
Na Sycylii albo w Argentynie (fajnie);taco
Kebaba żując konwersują o tych prostych sprawach;taco
Co za strata czasu, ayy;taco
Barman pyta czy polać kolejkę. Mówię: Bardzo proszę.;taco
Chcemy mieć nie tylko gazoport w Świnoujściu, który zawdzięczamy Prezydentowi Lechowi Kaczyńskiemu – bo to on był inspiratorem budowy – i który w ogromnym stopniu już zapewnia nam suwerenność energetyczną;duda
W tej ekipie każda panna księżniczka, a chłopak wandal;taco
Dziwne panny w MSBHV;taco
Ogromnie za to dziękujemy i życzymy, abyście zawsze spokojnie wracali do domu, i abyście mieli osobistą satysfakcję ze służby;duda
Nagle cichnie muzyka, Piotrek ślinę przełyka;taco
Leje się alkohol, a w lokalu dzisiaj komplet;taco
Ale mam nadzieję, że ta sytuacja będzie się poprawiała, że stosownie do zapotrzebowania pomoc ekonomiczna ze strony państwa w postaci różnych form: zwolnień, pożyczek, kredytów będzie oferowana jak najcelniej, że przedsiębiorcy będą z niej mogli korzystać;duda
Wciąż pijany, marihuany woń łagodzi skroń;taco
Gdy chciałem pogadać, a ty wolisz ciszę;taco
A po drugie – będziesz szanowany także jako naród, ale również jako człowiek wtedy, gdy będziesz szanował samego siebie;duda
Amerykańskie kino, ciągle oglądam filmy (te bez happy-endu);taco
Ich spódnice skąpsze są niż pensje ich nauczycieli (Ej, ej);taco
Tylko w stosunku do 2018 roku te nakłady na retencję, na nawadnianie polskich terenów, przede wszystkim rolnych, z 660 mln rocznie wzrastają do 2,2 mld, jeżeli chodzi o globalną kwotę wydawaną na wszystkie inwestycje z tym związane;duda
Tak mnie irytuje, gdy nie odpisujesz (ej, hej, hej);taco
Nie byłoby takiej Polski, jak dzisiaj widzimy: rozwiniętej, pięknej, z wyremontowanymi ryneczkami w miastach, wypieszczonymi szkołami, pięknymi salami gimnastycznymi, nowoczesnymi obiektami sportowymi gdyby nie staranie lokalnych włodarzy, ludzi samorządu terytorialnego;duda
To raz, a dwa – proszę Państwa – aby przepisami tarczy antykryzysowej i tą pomocą, która w ramach tarczy antykryzysowej jest niesiona przez polskie państwo objęci zostali także wszyscy ci przedsiębiorcy, którzy rozpoczęli swoją działalność przed 1 marca 2020 roku;duda
i uciekam, bo mnie ciągle goni świat;taco
I to jest właśnie nasza ambicja, żebyśmy zrealizowali wszystko to, co zaplanowaliśmy, i jeszcze dodatkowo więcej;duda
Myślę tu o Europie Zachodniej, my niestety nie byliśmy jego beneficjentami, ale nie była to nasza decyzja;duda
Sześć zer, chciałbym kiedyś zrobić sześć zer;taco
Jest dla mnie kwestią bardzo ważną, aby, wspierając także i samorządy, stwarzając dla samorządów nowe możliwości, dając samorządom wolność wyboru, dawać również możliwość wprowadzania takich rozwiązań, które służą mieszkańcom, które powodują, że  ich miejsce zamieszkania staje się atrakcyjniejsze, że staje się ono tym miejscem, gdzie można zrealizować jak najwięcej potrzeb;duda
Ale musimy uczynić wszystko, by to pogorszenie poziomu życia było jak najmniejsze i by polskie rodziny jak najmniej ucierpiały;duda
Pustki na ulicach polskich miejscowości to widok daleki od naszych marzeń;duda
Mocno gryzą i gonią aż po horyzont;taco
Ona jak sarna piszczy, a on tę sarnę zniszczy;taco
Ale także prosić, abyście przekazali nasze podziękowania, wyrazy szacunku i najlepsze życzenia swoim najbliższym;duda
Ci chłopcy tu od lat se pielęgnowali fobie;taco
Mamy kontakt tylko telefonicznie;taco
A jednocześnie 3 maja to też święto Maryi Królowej Polski, które Kościół katolicki ustanowił w 1923 roku w odpowiedzi na oczekiwania naszych przodków, po odzyskaniu niepodległości przez Rzeczpospolitą;duda
On na nią patrzy, bo po za nią to dziewczyny za stare;taco
Wołam Kelner!, jak mama woła pod blokiem na zupę;taco
Ciągle w pogoni za tą straszną liczbą;taco
A obok Powerade - Padłeś? Powstań!;taco
Potem zaś nikną, nie masz funduszy, to kumple jak trupy zamilkną;taco
Sześć zer;taco
To globalna kwota ponad stu pięćdziesięciu siedmiu milionów złotych, które są przewidziane na ten cel w ciągu najbliższych trzech lat, które będą właśnie służyły wsparciu terenów rolnych poprzez dodatkowe możliwości ich nawodnienia;duda
WWA, WWA, WWA;taco
VIPy chcieliby się widywać z nami. Dostaje zapro na bibę;taco
Jesteśmy ogromnie zobowiązani;duda
Ale dzisiaj patrzymy na ten jaz zupełnie inaczej;duda
Chciałbym powiedzieć teraz, że uciekam przed policją;taco
Szanowni Państwo!Obchodzimy dzisiaj 229;duda
Szukać porozumienia w tych najważniejszych sprawach, bo praca, nie kłótnie, miejsca pracy, nie awantura;duda
Panience chce się klaskać, mieszkanie w centrum miasta?;taco
I inne miejsca, co do których podejmowaliśmy decyzje inwestycyjne;duda
Trochę zimno, WWA znowu udaje Narnię;taco
Mury wokół Twego serca legną;taco
Pytasz mnie, czy chcę zapalić, papierosy masz w kurtce;taco
Szeptem jęki, materac bardzo skrzypi;taco
Kac gigant i pizza na tłustym cieście;taco
Niechaj nam żyje prezes, to znaczy DJ klubu;taco
Wokoło lata koko, à propos;taco
Wywiera też olbrzymi wpływ na nasze życie gospodarcze i społeczne;duda
Dlaczego o tym mówię? Dlatego, że dla mnie ten bezpośredni kontakt – tak jak dzisiaj jestem tutaj z Państwem i mogę rozmawiać – jest niezwykle cenny;duda
Kawiarnie, kluby, no i klubokawiarnie;taco
Nikt nie ma wątpliwości, że – niestety – ten kryzys wywołany przez koronawirusa będzie głęboki na całym świecie, dotyka także Polskę, wszyscy widzimy, jaka jest sytuacja;duda
Wracam i widzę nowe awizo;taco
Szanowni Państwo, bardzo bym chciał, żebyśmy my także w sposób umiejętny z tych pieniędzy korzystali;duda
I wierzę w to, że ta praca tutaj wkrótce będzie;duda
Właśnie przed momentem zakończyliśmy posiedzenie w formule Rady Gabinetowej, którą tym razem odbyliśmy jako telekonferencję, by nie gromadzić Państwa Ministrów w jednym miejscu;duda
Buzia jak Brodka i do dwunastego żebra dekolt;taco
Ale głęboko w to wierzę, że zda egzamin i uczynimy wszystko, co tylko możliwe, by w jak największym stopniu ochronić Polskę, naszych rodaków i miejsca pracy;duda
Bo ten melanż trwał mniej więcej ile Kongres Wiedeński;taco
Tańczymy tango gdzieś na Santorini;taco
pociągi, które przewiozą obywateli Ukrainy z naszej zachodniej granicy na Ukrainę, tak aby nie poruszali się oni po naszym kraju, jeżeli przyjeżdżają z zagranicy;duda
To dlatego powstała w Kancelarii Prezydenta ustawa o centrach usług społecznych, która umożliwia samorządom tworzenie centrów usług społecznych po to, by w sprawniejszy sposób, a w przyszłości, mam nadzieję, także bardziej rozwinięty sposób, realizować usługi społeczne – wszystkie te, które służą mieszkańcom i wszystkie te, które rzeczywiście mieszkańcy uważają za potrzebne;duda
WWA, zawsze pełno mnie tu;taco
To było lata temu, jeszcze zanim rapowałem;taco
Była ona owocem wielkiej pracy stronnictwa patriotycznego, które dążyło do odnowy ustroju politycznego i społecznego Rzeczypospolitej, tak, aby wzmocnić państwo i umożliwić jego przetrwanie wbrew zakusom mocarstw ościennych;duda
Ale to, co widzi teraz, ją zabija niemal;taco
Wracam i widzę awizo;taco
WWA, lato 2k19;taco
Wszyscy utraciliśmy;duda
To jest specustawa, nad którą pracuje w tej chwili Kancelaria Prezydenta z jednej strony, ale wspólnie z czterema resortami, gdzie wiodącym jest Resort Gospodarki Morskiej i Żeglugi Śródlądowej pana ministra Marka Gróbarczyka, ale ogromny udział w tym ma także właśnie Resort Rolnictwa pana ministra Jana Krzysztofa Ardanowskiego;duda
Widzę w szybie jak mi lico blednie;taco
Może tamta będzie chciała, jeśli ta nie może?;taco
By rozwijać nasz kraj, dbać o naszą ojczyznę;duda
Drodzy Rodacy!Jestem pod głębokim wrażeniem tego, jak wspaniale Polacy zachowują się w obliczu pandemii;duda
Nowym sędzią TK będzie Pan Sędzia Bartłomiej Sochański;duda
I wierzę w to, że taka właśnie Polska to jest Polska marzeń większości moich rodaków;duda
I koniec naszej znajomości, bowiem poszła z nim;taco
Bardzo proszę, żeby o tym pamiętać, żeby to traktować poważnie;duda
Także dzisiaj wspólnota jest nam niezwykle potrzebna w obliczu zupełnie innych wyzwań związanych z pandemią koronawirusa;duda
Dzisiaj zawsze się uśmiecham, gdy na błędy patrzę (ay);taco
W tej chwili mamy sytuację nieco lepszą, bo te zapowiadane przez pana ministra dwa tygodnie temu – o których wielokrotnie mówiłem – tak zwane deszcze majowe na szczęście zaczęły padać;duda
Tak że ogromnie jestem za to wdzięczny;duda
‘18 mnie wykończy, chyba w ‘19 przerwa, zanim..;taco
Jstem bestią. Szarpię za kolczyki;taco
Ale to już nie wróci jak polski Dortmund;taco
Jak błagałem cię, byś szybko zapisała mnie w swój kalendarz (5-1-5);taco
W wyniku zmian, które nastąpiły, i lepszego wykorzystania dotychczasowego obiektu po remoncie jego część została przeznaczona na żłobek, był tam wcześniej zespół szkół, w którym były szkoła podstawowa i gimnazjum;duda
Historia pozytywnie oceniła dzieło 3 maja – jako swoisty testament I Rzeczypospolitej, mówiący o konieczności zjednoczenia całego narodu w budowaniu dobra wspólnego, w podejmowaniu dlań wyrzeczeń i braniu odpowiedzialności za własne państwo;duda
Tych właśnie usług o charakterze społecznym;duda
Widzę awizo;taco
Nigdy nie będę rapował o tym jaki jestem prawdziwy i szczery;taco
Sprawdzam sobie własną Wikipedię;taco
Dziękuję też wszystkim, którzy dzisiaj pomagają osobom starszym, potrzebującym, tym, którzy znajdują się w okresie kwarantanny, sąsiadom, tym, którzy są w izolacji i nie mogą sobie zrobić zakupów;duda
Ona tutaj powstała wkrótce po mojej wizycie, dlatego że odpowiednie decyzje zostały wydane już w lipcu 2017 roku;duda
Nie patrz jej w oczy, bo będziesz kaputt (będziesz kaputt);taco
Wracam i widzę awizo;taco
Mówię adieu;taco
(Nie ma Hocków);taco
To melodyjny kraj. Muzykantów takich tutaj milion;taco
Także skład Trybunału Konstytucyjnego został uzupełniony;duda
Narzucam Pateka** mając nadzieję, że jak pieniądz mam, wskazówka zaczeka;taco
Sieją ferment, niby Kompucha;taco
Ale jesteśmy także po to, żeby podziękować i złożyć życzenia;duda
Chłopak w dredach trzyma plecak, w tym plecaku ma zielnik;taco
Dziewczyny miny fatalne, jakby tu były za karę;taco
Zdecydowałem, by ten wyjątkowy dzień, wyjątkowy czas, gdy obchodzimy 30-lecie odtworzenia w Polsce samorządu terytorialnego – świętując pierwsze wybory, które odbyły się w 1990 roku do rad gmin – obchodzić w specyficzny sposób;duda
Co za strata czasu, ayy;taco
roku życia będą mogli również korzystać z tego zasiłku, jeżeli dziecko uczęszczało do przedszkola lub szkoły – zasiłku przysługującego na dziecko do 8;duda
Wykazują się Państwo szczególnym hartem ducha;duda
Starachowicka strefa została rozszerzona o Staszów, o ponad 11 hektarów terenów;duda
Dziwny nastrój tu się kręci po mieście;taco
Czyli sześć zer;taco
Jakiś bar, knajpę, mówili plany wszystkie wsadź w bajkę;taco
To, tak jak powiedziałem, wielka sprawa dla Polski, nasza wielka duma jako tych, którzy dzisiaj za polskie sprawy, za wykonywanie w Polsce władzy z woli społeczeństwa, ponoszą odpowiedzialność;duda
Bardzo, bardzo serdecznie wszystkim dziękuję za dyscyplinę, a służbom, wszystkim tym, którzy walczą dzisiaj z koronawirusem, walczą o to, żebyśmy byli zdrowi, walczą o to, żeby pokonać tę epidemię z całego serca dziękuję za ich poświęcenie, za odwagę, za niezwykłe podejście do tego, czego w swoim życiu się podjęli i za opiekę nad nami;duda
Więc nie zadawaj pytań, kolego, nie jesteś Rawicz;taco
Teraz pociąg mija szybko stację Stadion Narodowy;taco
Bierz to, chlej wciąż, potem legniesz jak drewno;taco
Widzę Awizo, widzę awizo!;taco
Nie mieli w planach, tylko tak à propos, à propos;taco
Ludzie są ostrożni, unikają właśnie tych wzajemnych kontaktów, w ogromnym stopniu realizują zalecenia – przede wszystkim kwarantanny – za co jesteśmy ogromnie wdzięczni, bo to pomaga w walce z epidemią;duda
Sobie wymyśliłaś chyba, że to melanż;taco
I wertuje klucze w płaszczu, robiąc głośny klekot;taco
Ta dyskusja to przede wszystkim efekt spotkań, które odbyłem w ostatnim czasie i konsultacji, które zostały przeprowadzone;duda
Będzie dwója z plusem, może trója minus, Panie Psorze?;taco
Więc zaprasza do siebie, tu mało miejsca do tańców;taco
Półtora dekady temu miałem Damy Radę (gdzie?);taco
Słyszałem, że coś mruczysz, więc powiedz to reszcie sali;taco
Jest to trudny czas, musimy tu wyciągnąć rękę [do potrzebujących];duda
Ale to także dyskusja o przyszłym europejskim budżecie, o tym, jak Europa ma się rozwijać po brexicie, w jakim kierunku powinniśmy zdążać i co to znaczy: nasza konkurencyjna pozycja w świecie;duda
Malinowe pomidory leżą dwa na stole;taco
Oto pocztówka z WWA, drogi... ekhm;taco
Na Facebooku same sześciopaki;taco
Gdzieś na Mazury;taco
Nikt nie powiedział im. Nikt nie powiedział im.;taco
Stale pijany, mijam Stare Bielany;taco
Łoł, wrzucili ci do wody pocisk;taco
Nikt się nie boi w narodzie (Nikt);taco
Sypią te grudy nad kiblem;taco
Bo wcześniej byli nudni i było to karygodne;taco
Dlatego bardzo proszę o wzmożoną ostrożność;duda
Dostaje cios w brzuch, się obudzi w szpitalu na Sorcu;taco
Proszę Państwa!Wprowadzono wczoraj zaostrzone normy sanitarno-epidemiologiczne;duda
Lecz żaden się nie skończy i żaden nie trafi w obieg;taco
Chcielibyśmy, żeby w perspektywie do 2027 roku przynajmniej zwiększyć ten poziom wody retencjonowanej w naszym kraju do 15% – byłby to już zupełnie niezły wynik, ale to wymaga bardzo wielu działań i ogromnych nakładów w najbliższym czasie;duda
W tym kraju ciągle mży oraz pada;taco
Taki nowy ryt nadadzą mu prace remontowe, które będą tutaj prowadzone w najbliższych miesiącach;duda
Fani nie chcą przychodzić, ja zaczynam się martwić;taco
Żeby starać się zbierać wodę, magazynować wodę opadową czy tą, która została wcześniej zużyta do innych celów, jak choćby obmywanie warzyw – żeby tę wodę później powtórnie wykorzystać właśnie choćby do podlania ogródka;duda
To bardzo ważna sprawa;duda
Bardzo wszystkim dziękuję za tę wielką odpowiedzialność, jaką pokazujemy w ostatnim czasie;duda
Pan Prezydent również poinformował mnie jak wygląda sytuacja w Chinach;duda
Parę mandatów, parę stów za hece z Q i Partyką;taco
Stare mandaty. Wezwania do zapłaty;taco
Okej. Już tłumaczę. Zjawił się taki facet;taco
Jak apka YouTube'a, co nie chce grać w tle (tle, tle);taco
A przecież mówiłem uważaj na szpilki (no przecież mówiłem);taco
Krążą i krążą te ploty i plotki;taco
Te fundusze są, ponad 5 mld złotych zostanie przeznaczonych na realizację tej strategii a generalnie zmierzamy do 6% wydatków na ochronę zdrowia w Polsce i na przestrzeni ostatnich pięciu lat ta kwota przeznaczona na ochronę zdrowia z ponad 70 mld rocznie wzrosła do 104 mld, więc ten wzrost jest ogromny;duda
Papiery żółte jak Simpson;taco
Wyjątkowym z dwóch przyczyn;duda
Widzę Awizo, widzę awizo!;taco
Przede wszystkim – co dla mnie najważniejsze – jest ogromna szansa, że właśnie w zgodzie zostanie wypracowana ostateczna wersja przepisów, które pod koniec tego tygodnia będzie mógł przyjąć Sejm, a potem – mam nadzieję, że jak najszybciej – także Senat;duda
Znajdź mnie tam gdzie +4822;taco
Milczenie jest złotem, ale me głupoty platynowe są,;taco
To między innymi właśnie dzięki Panów służbie i pracy, choć wtedy na niższych stanowiskach służbowych i oczywiście z niższymi stopniami, to między innymi dzięki Panów służbie mogliśmy przez całe lata mówić, że wypełniamy nasze obowiązki jako państwa, które jest państwem granicznym Unii Europejskiej, państwem granicznym strefy Schengen;duda
Nie mieli w planach, tylko tak à propos, à propos;taco
została przez Wody Polskie otwarta procedura przetargowa na modernizację, na remont tego jazu, tego spiętrzenia wody;duda
To miasto pachnie jak szlugi i kalafiory;taco
Ładnie śpiewała na kasecie Majka Jeżowska (Ej);taco
